Sr No .,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Target,,
4244,"Oh no, I think I'm gonna go home and eat ten candy bars .",Rachel,sadness,negative,434,10,8,5,"0:20:19,593","0:20:23,697",不，我要回家吃掉10根棒棒糖。,,
4245,"Hey, I thought I cheered you up .",Ross,neutral,neutral,434,11,8,5,"00:20:23,889","00:20:25,848",我还以为我让你心情变好了。,,
4246,"Oh you did, there are twenty in here .",Rachel,neutral,neutral,434,12,8,5,"00:20:23,889","00:20:28,601",没错，我一共买了20根呢。,,
4247,Right . Good night .,Ross,neutral,neutral,434,13,8,5,"0:20:29,519","0:20:30,479",是啊。晚安。,,
4248,Good night .,Rachel,neutral,neutral,434,14,8,5,"0:20:30,479","0:20:32,003",晚安。,,
4249,Hi,Mrs . Geller,neutral,neutral,435,0,8,18,"00:05:06,627","00:05:09,922",嗨,,
4250,Hi!Hey mom .,Ross,joy,positive,435,1,8,18,"00:05:10,089","00:05:13,468",嗨！嘿，妈妈。,,
4251,"This is such a great party!35 years . Very impressive, do you guys have any pearls of wisdom? ",Rachel,joy,positive,435,2,8,18,"00:05:10,089","00:05:18,806",这个派对简直太棒了！三十五年。令人佩服，你们有什么婚姻的至理名言吗？,,
4252,Jack? ,Mrs . Geller,surprise,positive,435,3,8,18,"0:05:19,307","0:05:20,017",杰克？,,
4253,Why would you serve food on such a sharp stick? ,Mr . Geller,surprise,negative,435,4,8,18,"0:05:20,017","0:05:23,635",食物上为什么要插这么尖的牙签？,,
4254,"That's a good question, dad . That's a good question",Ross,neutral,neutral,435,5,8,18,"00:05:24,312","00:05:27,815",这个问题不错，爸爸。这个问题不错,,
4256,Congratulations you two!,an,joy,positive,435,6,8,18,"0:05:29,567","0:05:31,789",恭喜你们！,,
4257,"Thank you, we're so excited",Rachel,joy,positive,435,7,8,18,"0:05:31,789","0:05:34,005",谢谢，我们很兴奋,,
4258,"And also, congratulations on your wedding .",an,joy,positive,435,8,8,18,"00:05:34,155","00:05:36,574",还要恭喜你们结婚了。,,
4259,Can we talk to you for just a moment ? ,Ross,surprise,positive,435,9,8,18,"00:05:37,408","00:05:38,576",我们能跟你们谈一下吗？,,
4260,Look at this clown!,Joey,joy,positive,436,0,7,3,"00:06:19,045","00:06:20,295",快来看看这个小丑！,,
4261,"Just because he's got a bigger boat, so he thinks he can take up the whole river .",Joey,disgust,negative,436,1,7,3,"00:06:20,463","00:06:23,799",他以为他拿了个大点儿的球就能主宰整条河了。,,
4262,Get out of the way jackass!,Joey,anger,negative,436,2,7,3,"00:06:23,966","00:06:26,676",闪开，混球！,,
4263,Who names their boat Coast Guard anyway? ,Joey,disgust,negative,436,3,7,3,"00:06:28,429","00:06:31,056",话说回来谁会把自己的船命名为海岸防卫队的？,,
4264,That is the Coast Guard .,Rachel,neutral,neutral,436,4,7,3,"00:06:33,810","00:06:36,812",他们就是海岸防卫队。,,
4265,What are they doing out here? The coast's all the way over there .,Joey,surprise,negative,436,5,7,3,"00:06:33,810","00:06:39,231",他们在这里做什么？海岸在那边。,,
4266,Hey!,Chandler,anger,negative,437,0,8,19,"00:06:34,061","00:06:36,397",嘿！,,
4267,Hey!Check it out!This is unbelievable!Joey has been holding his breath for almost four minutes!,Phoebe,surprise,positive,437,1,8,19,"00:06:34,061","00:06:39,858",快看啊！太不可思议了！乔伊已经憋气快四分钟了！,,
4268,Dude!What are yo you trying to kill me? !,Joey,neutral,neutral,437,2,8,19,"00:06:45,489","00:06:47,28",哥们！你想害死我吗？！,,
4269,Ow!,Monica,anger,negative,438,0,3,13,"00:18:36,740","00:18:38,199",噢！,,
4270,"Really? !Well, it's just like everyone else's apartment . It's got rooms, walls, and ceilings .",Richard,neutral,neutral,438,1,3,13,"00:18:39,034","00:18:45,540",真的？！这间公寓很普通啊。一样有房间、墙壁和天花板。,,
4271,"Well, I just wanted to see where you lived . Now, give me the tour .",Richard's Date,neutral,neutral,438,2,3,13,"00:18:45,707","00:18:48,251",我只是想看看你住的地方。带我参观下。,,
4272,Oh my God!Oh my God!,Monica,surprise,negative,438,3,3,13,"00:18:48,418","00:18:50,503",我的天！我的天！,,
4273,"Ah well, this is the living room .",Richard,neutral,neutral,438,4,3,13,"00:18:50,671","00:18:52,880",噢，这里是客厅。,,
4275,All right . This is the kitchen .,Richard,neutral,neutral,438,5,3,13,"00:18:53,048","00:18:57,135",好吧。这里是厨房。,,
4277,The bedroom . Well it's pretty much your typical ... bedroom .,Richard,neutral,neutral,438,7,3,13,"00:18:59,346","00:19:03,391",卧室。这是很普通的卧室。,,
4278,We're still on this side of the door .,Richard's Date,neutral,neutral,438,8,3,13,"0:19:07,229","0:19:08,781",我们还在门的这一边。,,
4279,Ha-ha,Joey,joy,positive,438,9,3,13,"0:19:08,781","0:19:09,534",哈哈,,
4280,"Yeah, but I didn't get to see it .",Richard's Date,sadness,negative,438,10,3,13,"00:19:09,648","00:19:11,065",是的，但我还没看到。,,
4281,Oh shoot!Maybe next time . Thanks for a lovely evening .,Richard,neutral,neutral,438,11,3,13,"00:19:11,233","00:19:15,778",要命！下次吧。今晚非常愉快。,,
4282,"So um, who was she? ",Monica,joy,positive,438,12,3,13,"00:19:33,630","00:19:35,506",那么，她是谁？,,
4283,"Oh, that was the blind date that I told you about, she called and switched it to today .",Richard,neutral,neutral,438,13,3,13,"00:19:35,674","00:19:42,680",就是我跟你说过的约会对象，她打电话来改期到今天。,,
4284,"Did you like her? And I'm just asking as a friend, because I am totally fine with this .",Monica,neutral,neutral,438,14,3,13,"00:19:43,932","00:19:50,771",你喜欢她吗？我是以朋友的身份问的，因为我不会不高兴。,,
4285,"Well, you seem fine .",Richard,neutral,neutral,438,15,3,13,"00:19:53,275","00:19:55,109",你看起来是挺高兴的。,,
4286,"Well, I don't think this, you know .",Frank,neutral,neutral,439,0,3,5,"00:13:10,539","00:13:13,541",知道吗，我还没考虑过这问题。,,
4287,"No, no, no, I wouldn't do you myself, I mean that would be weird .",Phoebe,disgust,negative,439,1,3,5,"00:13:13,709","00:13:17,837",不，不，不，我不会亲自招呼你，那样很奇怪。,,
4288,"Yeah, I'll get one of the other girls to do it .",Phoebe,neutral,neutral,439,2,3,5,"00:13:19,256","00:13:21,174",我会请其他小姐来做。,,
4289,"Oh, this will be so much fun!",Phoebe,joy,positive,439,3,3,5,"0:13:21,342","0:13:22,764",很好玩的！,,
4290,Hey!,Phoebe,surprise,positive,439,4,3,5,"0:13:22,764","0:13:25,226",嗨！,,
4291,Are you excited? ,Phoebe,joy,positive,439,5,3,5,"00:13:25,346","00:13:27,430",激动吗？,,
4292,"Yeah!Hey, do Monica and Rachel work there? ",Frank,neutral,neutral,439,6,3,5,"00:13:29,266","00:13:32,227",莫妮卡和瑞秋也在那工作吗？,,
4293,"Ok, so now we need, um sage branches and the sacramental wine .",Phoebe,neutral,neutral,440,0,1,14,"00:12:37,173","00:12:42,093",我们需要鼠尾草和沙加缅度酒。,,
4294,"All I have is, is oregano and a Fresca . ",Monica,neutral,neutral,440,1,1,14,"00:12:44,180","00:12:46,473",我只有牛至叶和佛瑞斯加。,,
4295,"Um, that's ok!Ok . All right . Now we need the semen of a righteous man .",Phoebe,joy,positive,440,2,1,14,"00:12:46,891","00:12:56,941",那样也行！好。好的。现在我们需要正直男子的精液。,,
4296,"Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place .",Rachel,neutral,neutral,440,3,1,14,"00:13:02,740","00:13:07,160",菲比，你知道吗，如果我们有，这个仪式根本无需进行。,,
4297,Can we just start throwing things in? ,Monica,neutral,neutral,440,4,1,14,"00:13:08,871","00:13:12,332",可以丢东西了吗？,,
4298,"Ok, yeah, ok . Oh, OK .",Phoebe,neutral,neutral,440,5,1,14,"00:13:12,500","00:13:15,210",可以了，丢吧。,,
4299,"Ok, Barry's letters . Adam Ritter's boxer shorts .",Rachel,neutral,neutral,440,6,1,14,"00:13:16,003","00:13:21,633",巴瑞的信。亚当·瑞塔的四角裤。,,
4300,"Ok, and I have the, uh receipt for my dinner with ....",Phoebe,neutral,neutral,440,7,1,14,"00:13:21,884","00:13:25,929",跟某人晚餐的收据……,,
4301,"Look, here's a picture of Scotty Jared naked .",Monica,neutral,neutral,440,8,1,14,"00:13:30,059","00:13:33,353",这是史考帝的裸体照片。,,
4302,Hey he's wearing a sweater .,Rachel,surprise,positive,440,9,1,14,"00:13:33,729","00:13:35,188",他穿着毛衣。,,
4303,No .,Monica,neutral,neutral,440,10,1,14,"0:13:35,397","0:13:35,981",没有。,,
4304,Eww!,Rachel and Phoebe,disgust,negative,440,11,1,14,"0:13:35,981","0:13:37,458",嗯！,,
4305,And here we have the last of Paulo's grappa .,Rachel,neutral,neutral,440,12,1,14,"00:13:41,111","00:13:44,906",最后这是保罗的格拉巴酒。,,
4306,"Hey, Rachel, wait, isn't that stuff almost pure ... ",Monica,neutral,neutral,440,13,1,14,"00:13:45,157","00:13:46,658",嗨，瑞秋，等等，这是不是纯的……,,
4307,"Mona? Okay, if I were a salmon shirt, where would I be? ",Ross,neutral,neutral,441,0,8,17,"00:10:59,325","00:11:02,786",如果我是件鲑鱼色衬衫，我会在哪里呢？,,
4308,I am so sorry I spilled wine all over your shirt .,Mona,sadness,negative,441,1,8,17,"00:11:10,086","00:11:13,505",抱歉，我把酒洒到你的衬衫上了。,,
4309,"Oh, it's okay .",Mona's Date,neutral,neutral,441,2,8,17,"0:11:13,673","0:11:15,345",没关系。,,
4310,"No, it's still wet .",Mona,joy,positive,441,3,8,17,"0:11:15,345","0:11:16,682",不，还是湿的。,,
4312,Let me get it out before it sets .,Mona,neutral,neutral,441,4,8,17,"0:11:16,801","0:11:18,470",我拿去洗干净，免得留下印子。,,
4313,"Ooh, I have something you can wear .",Mona,neutral,neutral,441,5,8,17,"0:11:18,470","0:11:20,915",我这里有件衣服你可以穿。,,
4314,Here .,Mona,neutral,neutral,441,6,8,17,"00:11:24,225","00:11:26,393",拿去吧。,,
4315,"Oh umm, I don't know if I want to wear a woman's shirt .",Mona's Date,sadness,negative,441,7,8,17,"00:11:26,977","00:11:28,853",我真的不想穿女式衬衫。,,
4316,"No, no, that's a man's shirt .",Mona,neutral,neutral,441,8,8,17,"0:11:31,524","0:11:33,026",那是男式衬衫。,,
4317,It's awfully pink .,Mona's Date,neutral,neutral,441,9,8,17,"0:11:33,026","0:11:34,063",可怕的粉红色。,,
4318,"Oh, it's perfect!",Joey,joy,positive,442,0,5,7,"00:14:04,677","00:14:07,387",这里很棒啊！,,
4319,How about you? ,Ross,neutral,neutral,442,1,5,7,"00:14:10,850","00:14:12,559",你呢？,,
4320,It's a kitchen slash bathroom .,Chandler,neutral,neutral,442,2,5,7,"00:14:12,726","00:14:15,311",这里有厨房兼浴室哦。,,
4321,"All right, I see what you guys are saying . I'll uh, I'll go downstairs and fill out an application .",Ross,neutral,neutral,442,3,5,7,"00:14:18,274","00:14:24,028",我懂你们的意思了。我下楼填申请表。,,
4322,We are bad people .,Chandler,disgust,negative,442,4,5,7,"00:14:28,492","00:14:30,618",我们是坏人。,,
4323,He knew we were trying to get rid of him . He knew!You think we could get a bathtub in our kitchen? ,Joey,surprise,negative,442,5,5,7,"00:14:31,453","00:14:39,127",他知道我们想赶他走。他知道！我们家厨房能不能装浴缸？,,
4325,"Okay, let's go!Let's hit the road . Let's get the show on it .",Monica,joy,positive,443,0,3,17,"00:01:44,145","00:01:47,648",好了，走吧！上路。精彩马上开始。,,
4326,"Okay, let me just get a cup of coffee .",Rachel,neutral,neutral,443,1,3,17,"00:01:47,899","00:01:48,899",好，等我先喝杯咖啡。,,
4327,"Oh Rachel, I know the best coffee house and it's sooo close .",Monica,neutral,neutral,443,2,3,17,"00:01:49,067","00:01:51,151",瑞秋，我知道一家超棒的咖啡馆而且超近。,,
4328,Closer than here? ,Rachel,neutral,neutral,443,3,3,17,"00:01:51,820","00:01:52,861",比这里还近吗？,,
4329,"Oh, hey, look, I found coffee!Okay, let's skedaddle .",Phoebe,neutral,neutral,443,4,3,17,"00:01:53,655","00:01:57,449",你看，我找到一杯咖啡！好了，我们赶紧走吧。,,
4330,"Wait, I'm not just gonna drink somebody's old coffee .",Rachel,neutral,neutral,443,5,3,17,"00:01:57,659","00:02:00,160",等等，我才不喝别人喝剩的咖啡。,,
4331,"Okay, your highness .",Phoebe,neutral,neutral,443,6,3,17,"00:02:00,370","00:02:01,995",是，公主殿下。,,
4332,"Um, Rachel I'm really sorry . That's okay, do you wanna get back together? Yeah, okay . Did anyone else hear that? !",Phoebe,surprise,positive,443,7,3,17,"00:02:09,754","00:02:17,886",瑞秋，真的很对不起。没关系，罗斯，你想和好吗？好啊好啊。你们有听到吗？！,,
4333,So how did you know I was even here? ,Lydia,surprise,positive,444,0,1,23,"00:13:25,888","00:13:29,390",你怎么知道我在这？,,
4334,Your mom called me . So is this her? ,Guy,neutral,neutral,444,1,1,23,"00:13:25,888","00:13:31,726",你妈打给我的。这就是她吗？,,
4335,"No, this is a loaner .",Lydia,neutral,neutral,444,2,1,23,"00:13:31,894","00:13:33,645",不，这是租来的。,,
4336,I'm sorry you had to do this by yourself .,Guy,neutral,neutral,444,3,1,23,"00:13:35,606","00:13:37,899",抱歉让你自己承担这一切。,,
4337,"I wasn't by myself . I had a doctor, a nurse, and a helper guy . So, did you see who won the game? ",Lydia,neutral,neutral,444,4,1,23,"00:13:38,067","00:13:47,242",我不是一个人。我有医生、护士和一个好心人。你看到谁赢了比赛吗？,,
4338,"Yeah, the Knicks by 10 . They suck .",Guy,neutral,neutral,444,5,1,23,"00:13:47,409","00:13:50,954",尼克斯胜十分。他们真烂。,,
4339,"Yeah, they're not so bad .",Lydia,neutral,neutral,444,6,1,23,"00:13:51,664","00:13:53,915",也不算太烂啦。,,
4340,"I'm sorry I won't be able to make it to your imaginary wedding, but I'm busy that day . I already have a unicorn baptism and a leprechaun bar mitzvah .",Phoebe,neutral,neutral,445,0,8,8,"00:07:46,632","00:07:49,176",抱歉我无法参加你想像出来的婚礼，那天我很忙。我得参加独角兽受洗礼跟小精灵的戒酒会。,,
4341,"I know . I know . I panicked, I panicked . I didn't want him to start yelling at me like I was some 74 Latour .",Rachel,surprise,negative,445,1,8,8,"00:08:00,313","00:08:07,110",我知道。我乱了方寸。我不想让他对着我大叫，把我当成74年拉图红酒。,,
4342,It's Lafite . The '74 Latour is actually drinking quite nicely .,Phoebe,sadness,negative,445,2,8,8,"00:08:07,361","00:08:12,991",是拉费。74年拉图红酒喝起来真的很不错。,,
4343,"All right here he comes . I'm gonna do this, I'm gonna tell him, I'm gonna be strong .",Rachel,fear,negative,445,3,8,8,"00:08:14,911","00:08:18,246",好吧，他来了。我得告诉他，我会很坚强。,,
4344,I just called a friend of mine .,Dr . Green,neutral,neutral,445,4,8,8,"0:08:18,915","0:08:20,417",我刚刚给一个朋友打了电话。,,
4345,Yeah? ,Rachel,surprise,positive,445,5,8,8,"0:08:20,417","0:08:21,283",是吗？,,
4346,I think I may be able to book The Plaza on short notice .,Dr . Green,neutral,neutral,445,6,8,8,"00:08:21,375","00:08:24,461",我应该我可以在这么短的时间内订到广场饭店。,,
4347,Really? !,Rachel,surprise,positive,445,7,8,8,"00:08:26,631","00:08:28,298",真的吗？！,,
4348,What is it sweetie? ,Dr . Green,joy,positive,445,8,8,8,"00:08:33,846","00:08:37,724",什么事，宝贝？,,
4349,There's not gonna be a wedding . Ross and I are not getting married .,Rachel,sadness,negative,445,9,8,8,"00:08:39,435","00:08:42,312",我们不会举行婚礼。罗斯跟我不会结婚。,,
4351,I'm sorry daddy .,Rachel,sadness,negative,445,10,8,8,"0:08:42,522","0:08:43,794",对不起，爸爸。,,
4352,I don't believe this!!,Dr . Green,neutral,neutral,445,11,8,8,"0:08:43,794","0:08:44,998",我不敢相信！！,,
4353,"Oh now daddy, stay calm . Please .",Rachel,fear,negative,445,12,8,8,"0:08:45,149","0:08:46,331",爸爸，请保持冷静。,,
4354,Stay calm? !!,Dr . Green,anger,negative,445,13,8,8,"0:08:46,331","0:08:46,537",保持冷静？！！,,
4355,How do you expect me to stay calm? !,Dr . Green,anger,negative,445,14,8,8,"00:08:46,651","00:08:48,777",你叫我怎么保持冷静？！,,
4356,This is unacceptable Rachel!,Dr . Green,anger,negative,445,15,8,8,"0:08:48,945","0:08:50,697",我完全无法接受，瑞秋！,,
4357,And I wanna know why? !!,Dr . Green,anger,negative,445,16,8,8,"0:08:50,697","0:08:52,914",我要知道为什么？！！,,
4358,Is it because that punk Ross won't marry you? !,Dr . Green,anger,negative,445,17,8,8,"00:08:53,074","00:08:55,450",因为那个混蛋不愿意娶你吗？！,,
4359,That's it!,Dr . Green,anger,negative,445,18,8,8,"0:08:55,618","0:08:56,286",够了！,,
4360,Is that it? ,Dr . Green,anger,negative,445,19,8,8,"0:08:56,286","0:08:58,975",是那样吗？,,
4362,"Yes . Yes, he says I'm damaged goods .",Rachel,sadness,negative,445,20,8,8,"00:08:55,618","00:08:58,912",对。他说我是瑕疵品。,,
